Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
JWT,Airlines,Online,Value Plan,No,11,INDIA,50,20,M,118
LWC,Travel Agency,Online,Annual Travel Protect Platinum,Yes,368,UNITED STATES,323.4,210.21,F,39
LWC,Travel Agency,Online,Annual Travel Protect Silver,No,444,CHINA,165,107.25,F,48
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,14,"TAIWAN, PROVINCE OF CHINA",36.5,23.73,M,77
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,14,"TAIWAN, PROVINCE OF CHINA",36.5,23.73,M,39
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,24,ITALY,63.5,41.27,F,24
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,15,ITALY,39.5,25.68,M,26
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,19,HONG KONG,41.5,26.98,F,63
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,15,JAPAN,37.5,24.38,M,33
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,12,INDONESIA,0,16.25,F,29
JZI,Airlines,Online,Basic Plan,No,11,THAILAND,30,10.5,M,66
JZI,Airlines,Online,Basic Plan,No,37,INDONESIA,22,7.7,M,78
JZI,Airlines,Online,Basic Plan,No,18,INDONESIA,22,7.7,M,63
JZI,Airlines,Online,Basic Plan,No,13,"TAIWAN, PROVINCE OF CHINA",26,9.1,M,60
JZI,Airlines,Online,Basic Plan,No,64,CHINA,40,14,F,30
JZI,Airlines,Online,Basic Plan,No,10,VIET NAM,22,7.7,F,37
JZI,Airlines,Online,Basic Plan,No,13,INDONESIA,22,7.7,M,74
JZI,Airlines,Online,Basic Plan,No,9,MYANMAR,18,6.3,F,28
JZI,Airlines,Online,Basic Plan,No,85,INDIA,35,12.25,M,33
JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,18,6.3,F,45
JZI,Airlines,Online,Basic Plan,No,73,HONG KONG,35,12.25,M,28
JZI,Airlines,Online,Basic Plan,No,4,INDIA,22,7.7,M,51
JZI,Airlines,Online,Basic Plan,No,4,THAILAND,18,6.3,M,57
JZI,Airlines,Online,Basic Plan,No,23,MALAYSIA,22,7.7,M,21
JZI,Airlines,Online,Basic Plan,No,32,CHINA,35,12.25,M,31
JZI,Airlines,Online,Value Plan,No,36,AUSTRALIA,58,20.3,M,49
JZI,Airlines,Online,Value Plan,No,41,UNITED STATES,96,33.6,M,66
JZI,Airlines,Online,Value Plan,No,7,"TAIWAN, PROVINCE OF CHINA",45,15.75,M,36
JZI,Airlines,Online,Value Plan,No,103,FRANCE,208,72.8,M,65
ART,Airlines,Online,Value Plan,No,18,CHINA,40,14,F,50
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,20,5,F,54
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,25.2,6.3,F,52
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,50,12.5,F,28
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,21,5.25,F,44
C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,72,18,M,34
C2B,Airlines,Online,Bronze Plan,Yes,13,SINGAPORE,40,10,F,27
C2B,Airlines,Online,Bronze Plan,Yes,28,SINGAPORE,50,12.5,M,36
C2B,Airlines,Online,Bronze Plan,Yes,119,SINGAPORE,148,37,F,41
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,120,30,M,20
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,22.5,5.63,M,29
C2B,Airlines,Online,Silver Plan,No,154,SINGAPORE,57,14.25,F,49
C2B,Airlines,Online,Silver Plan,No,48,SINGAPORE,88.5,22.13,F,32
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,29.5,7.38,M,32
C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,37,9.25,M,39
C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,39,9.75,F,39
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,48.5,12.13,M,21
C2B,Airlines,Online,Silver Plan,No,36,SINGAPORE,29.5,7.38,F,39
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,22.5,5.63,M,28
C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,18.5,4.63,M,31
C2B,Airlines,Online,Silver Plan,Yes,14,SINGAPORE,74.4,18.6,F,27
C2B,Airlines,Online,Silver Plan,Yes,18,SINGAPORE,29.5,7.38,M,53
C2B,Airlines,Online,Silver Plan,No,121,SINGAPORE,219.6,54.9,M,22
C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,88.5,22.13,F,28
C2B,Airlines,Online,Gold Plan,Yes,36,SINGAPORE,105.6,26.4,M,32
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,0,40.25,F,74
C2B,Airlines,Online,Annual Silver Plan,No,387,SINGAPORE,216,54,F,44
C2B,Airlines,Online,Annual Silver Plan,No,406,SINGAPORE,161,40.25,F,37
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,216,54,F,67
C2B,Airlines,Online,Annual Silver Plan,No,381,SINGAPORE,259.2,64.8,F,30
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,259.2,64.8,F,41
C2B,Airlines,Online,Annual Gold Plan,No,378,SINGAPORE,333,83.25,F,63
JWT,Airlines,Online,Value Plan,No,11,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,10,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,33,INDIA,100,40,M,118
JWT,Airlines,Online,Value Plan,No,5,INDIA,39,15.6,F,118
JWT,Airlines,Online,Value Plan,No,5,INDIA,39,15.6,M,118
KML,Travel Agency,Online,Value Plan,No,34,INDONESIA,28,10.64,M,48
RAB,Airlines,Online,Value Plan,No,85,BRUNEI DARUSSALAM,23,9.2,F,25
RAB,Airlines,Online,Value Plan,No,35,BRUNEI DARUSSALAM,23,9.2,M,29
RAB,Airlines,Online,Value Plan,No,35,BRUNEI DARUSSALAM,23,9.2,M,30
RAB,Airlines,Online,Value Plan,No,35,BRUNEI DARUSSALAM,23,9.2,M,29
RAB,Airlines,Online,Value Plan,No,35,BRUNEI DARUSSALAM,23,9.2,M,28
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,9,THAILAND,31.2,20.28,F,29
JZI,Airlines,Online,Basic Plan,No,21,PHILIPPINES,18,6.3,F,58
JZI,Airlines,Online,Basic Plan,No,73,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,54
JZI,Airlines,Online,Basic Plan,No,11,MACAO,26,9.1,M,71
JZI,Airlines,Online,Basic Plan,No,27,CHINA,22,7.7,M,45
JZI,Airlines,Online,Basic Plan,No,20,HONG KONG,26,9.1,F,60
JZI,Airlines,Online,Basic Plan,No,11,HONG KONG,26,9.1,M,33
JZI,Airlines,Online,Basic Plan,No,15,"KOREA, REPUBLIC OF",44,15.4,M,42
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,30,10.5,F,36
JZI,Airlines,Online,Basic Plan,No,52,"TAIWAN, PROVINCE OF CHINA",26,9.1,M,39
JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,21,CHINA,35,12.25,M,60
JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,0,6.3,M,66
JZI,Airlines,Online,Basic Plan,No,12,CHINA,26,9.1,F,30
JZI,Airlines,Online,Basic Plan,No,24,INDONESIA,22,7.7,F,65
JZI,Airlines,Online,Basic Plan,No,78,AUSTRALIA,35,12.25,M,27
JZI,Airlines,Online,Basic Plan,No,65,HONG KONG,40,14,F,58
JZI,Airlines,Online,Value Plan,No,14,THAILAND,39,13.65,M,39
CCR,Travel Agency,Offline,Comprehensive Plan,No,6,MALAYSIA,29,9.57,F,32
ART,Airlines,Online,Value Plan,No,8,THAILAND,34,11.9,M,118
C2B,Airlines,Online,Bronze Plan,No,53,SINGAPORE,16,4,F,46
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,16,4,F,29
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,39,9.75,F,30
C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,31.8,7.95,M,38
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,21,5.25,F,66
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,16,4,F,23
C2B,Airlines,Online,Bronze Plan,No,43,SINGAPORE,33.5,8.38,F,30
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,20,5,M,32
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,33.5,8.38,M,21
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,40,10,M,53
C2B,Airlines,Online,Bronze Plan,Yes,38,SINGAPORE,60,15,F,34
C2B,Airlines,Online,Bronze Plan,No,372,SINGAPORE,27,6.75,M,28
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16,4,F,25
C2B,Airlines,Online,Silver Plan,Yes,14,SINGAPORE,47.5,11.88,M,22
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,39,9.75,M,30
C2B,Airlines,Online,Silver Plan,Yes,19,SINGAPORE,46.8,11.7,F,35
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,22.5,5.63,F,66
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,72,18,F,39
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,48.5,12.13,F,47
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,78,19.5,M,36
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,62,15.5,F,61
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,29.5,7.38,F,30
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,22.5,5.63,M,28
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,22.5,5.63,M,48
C2B,Airlines,Online,Silver Plan,No,55,SINGAPORE,144,36,F,19
C2B,Airlines,Online,Silver Plan,No,25,SINGAPORE,72,18,M,36
C2B,Airlines,Online,Silver Plan,No,81,SINGAPORE,76,19,F,27
C2B,Airlines,Online,Gold Plan,No,89,SINGAPORE,103.5,25.88,M,36
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,259.2,64.8,F,27
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,216,54,F,35
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,216,54,M,48
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,216,54,M,43
C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,216,54,F,56
C2B,Airlines,Online,Annual Silver Plan,Yes,369,SINGAPORE,216,54,F,36
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,161,40.25,F,69
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,216,54,F,55
C2B,Airlines,Online,Annual Gold Plan,No,366,SINGAPORE,333,83.25,M,51
C2B,Airlines,Online,Annual Gold Plan,No,368,SINGAPORE,239.5,59.88,M,52
JWT,Airlines,Online,Value Plan,No,22,INDIA,31,12.4,M,118
RAB,Airlines,Online,Value Plan,No,34,BRUNEI DARUSSALAM,23,9.2,M,26
LWC,Travel Agency,Online,Annual Travel Protect Silver,No,366,UNITED STATES,287.25,186.71,M,32
JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,18,6.3,M,53
JZI,Airlines,Online,Basic Plan,No,12,CHINA,26,9.1,M,52
JZI,Airlines,Online,Basic Plan,No,87,HONG KONG,35,12.25,M,55
JZI,Airlines,Online,Basic Plan,No,23,CHINA,35,12.25,F,25
JZI,Airlines,Online,Basic Plan,No,34,CHINA,40,14,F,51
JZI,Airlines,Online,Basic Plan,No,18,CHINA,35,12.25,M,52
JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,18,6.3,F,42
JZI,Airlines,Online,Basic Plan,No,4,CHINA,22,7.7,M,24
JZI,Airlines,Online,Basic Plan,No,74,MALAYSIA,30,10.5,F,56
JZI,Airlines,Online,Basic Plan,No,18,CHINA,40,14,M,19
JZI,Airlines,Online,Basic Plan,No,12,CHINA,22,7.7,M,49
JZI,Airlines,Online,Basic Plan,No,8,HONG KONG,0,12.25,M,69
JZI,Airlines,Online,Basic Plan,No,55,HONG KONG,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,4,THAILAND,18,6.3,F,66
JZI,Airlines,Online,Basic Plan,No,2,INDONESIA,18,6.3,F,26
JZI,Airlines,Online,Basic Plan,No,15,CHINA,35,12.25,M,45
JZI,Airlines,Online,Basic Plan,No,48,THAILAND,18,6.3,M,32
JZI,Airlines,Online,Basic Plan,No,90,CHINA,50,17.5,M,54
JZI,Airlines,Online,Value Plan,No,39,AUSTRALIA,92,32.2,M,47
JZI,Airlines,Online,Value Plan,No,63,AUSTRALIA,45,15.75,M,48
TST,Travel Agency,Offline,Travel Cruise Protect,No,4,MALAYSIA,30,10.5,F,71
TST,Travel Agency,Offline,Travel Cruise Protect,No,32,MALAYSIA,30,10.5,F,19
TST,Travel Agency,Offline,Travel Cruise Protect,No,9,THAILAND,30,10.5,F,72
TST,Travel Agency,Offline,Travel Cruise Protect,No,9,THAILAND,30,10.5,M,56
TST,Travel Agency,Offline,Travel Cruise Protect,No,9,THAILAND,30,10.5,F,52
TST,Travel Agency,Offline,Travel Cruise Protect,No,9,THAILAND,30,10.5,F,59
TST,Travel Agency,Offline,Travel Cruise Protect,No,9,THAILAND,30,10.5,F,17
TST,Travel Agency,Offline,Travel Cruise Protect,No,24,MALAYSIA,30,10.5,F,25
TST,Travel Agency,Offline,Travel Cruise Protect,No,24,MALAYSIA,30,10.5,M,26
TST,Travel Agency,Offline,Travel Cruise Protect,No,24,MALAYSIA,30,10.5,F,60
TST,Travel Agency,Offline,Travel Cruise Protect,No,24,MALAYSIA,30,10.5,F,49
TST,Travel Agency,Offline,Travel Cruise Protect,No,17,THAILAND,30,10.5,M,32
TST,Travel Agency,Offline,Travel Cruise Protect,No,17,THAILAND,30,10.5,F,31
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,50
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,22
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,M,53
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,50
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,M,57
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,53
TST,Travel Agency,Offline,Travel Cruise Protect,No,3,MALAYSIA,30,10.5,M,22
TST,Travel Agency,Offline,Travel Cruise Protect,No,13,THAILAND,30,10.5,F,68
TST,Travel Agency,Offline,Travel Cruise Protect,No,13,THAILAND,30,10.5,F,71
TST,Travel Agency,Offline,Travel Cruise Protect,No,13,THAILAND,30,10.5,F,59
TST,Travel Agency,Offline,Travel Cruise Protect,No,13,THAILAND,30,10.5,M,70
TST,Travel Agency,Offline,Travel Cruise Protect,No,38,THAILAND,30,10.5,F,60
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,M,57
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,52
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,44
C2B,Airlines,Online,Bronze Plan,No,1,SINGAPORE,13.5,3.38,M,40
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,F,43
C2B,Airlines,Online,Bronze Plan,No,35,SINGAPORE,139,34.75,M,24
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,39,9.75,F,28
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,24,6,F,54
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,28
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,46.8,11.7,F,45
C2B,Airlines,Online,Bronze Plan,No,181,SINGAPORE,25.2,6.3,F,37
C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,33.5,8.38,F,30
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,53,13.25,F,29
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,46.8,11.7,M,20
C2B,Airlines,Online,Bronze Plan,No,33,SINGAPORE,26.5,6.63,F,32
C2B,Airlines,Online,Bronze Plan,No,118,SINGAPORE,63.6,15.9,F,37
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,27,6.75,M,36
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,27,6.75,F,26
C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,62,15.5,F,60
C2B,Airlines,Online,Silver Plan,No,107,SINGAPORE,45,11.25,M,11
C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,88.5,22.13,F,26
C2B,Airlines,Online,Silver Plan,No,1,SINGAPORE,22.2,5.55,M,48
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,46.8,11.7,F,60
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,72,18,F,25
C2B,Airlines,Online,Silver Plan,No,20,SINGAPORE,29.5,7.38,F,28
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,81.5,20.38,F,31
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,46.8,11.7,M,1
C2B,Airlines,Online,Gold Plan,No,94,SINGAPORE,88,22,F,28
C2B,Airlines,Online,Annual Silver Plan,No,418,SINGAPORE,216,54,F,22
C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,161,40.25,M,23
C2B,Airlines,Online,Annual Silver Plan,No,418,SINGAPORE,216,54,F,22
JWT,Airlines,Online,Value Plan,No,59,INDIA,184,73.6,M,118
JWT,Airlines,Online,Value Plan,No,8,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,20,INDIA,78,31.2,M,118
JWT,Airlines,Online,Value Plan,No,36,INDIA,60,24,M,118
KML,Travel Agency,Online,Value Plan,No,53,INDONESIA,28,10.64,M,48
RAB,Airlines,Online,Value Plan,No,23,BRUNEI DARUSSALAM,15,6,M,53
LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,378,UNITED STATES,404.25,262.76,M,45
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,INDONESIA,42.4,27.56,M,56
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,9,SOUTH AFRICA,72.75,47.29,M,45
JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18,6.3,M,43
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,22,7.7,F,46
JZI,Airlines,Online,Basic Plan,No,34,THAILAND,22,7.7,F,50
JZI,Airlines,Online,Basic Plan,No,39,HONG KONG,26,9.1,M,59
JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,0,9.1,F,31
JZI,Airlines,Online,Basic Plan,No,11,CHINA,26,9.1,M,31
JZI,Airlines,Online,Basic Plan,No,11,MALAYSIA,18,6.3,M,73
JZI,Airlines,Online,Basic Plan,No,1,INDONESIA,18,6.3,F,41
JZI,Airlines,Online,Basic Plan,No,2,BANGLADESH,22,7.7,M,40
JZI,Airlines,Online,Basic Plan,No,15,VIET NAM,30,10.5,M,44
JZI,Airlines,Online,Basic Plan,No,33,HONG KONG,40,14,F,50
JZI,Airlines,Online,Basic Plan,No,14,MALAYSIA,33,11.55,M,69
JZI,Airlines,Online,Value Plan,No,13,NEW ZEALAND,69,24.15,F,59
JZI,Airlines,Online,Value Plan,No,34,SRI LANKA,69,24.15,M,35
TST,Travel Agency,Offline,Travel Cruise Protect,No,13,THAILAND,30,10.5,M,61
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,M,31
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,THAILAND,30,10.5,F,25
ART,Airlines,Online,24 Protect,No,3,"IRAN, ISLAMIC REPUBLIC OF",21.04,7.36,M,48
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,26.5,6.63,F,27
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,36
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,39,9.75,F,38
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,17.5,4.38,F,27
C2B,Airlines,Online,Bronze Plan,No,53,SINGAPORE,93,23.25,M,54
C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,39,9.75,M,26
C2B,Airlines,Online,Bronze Plan,Yes,10,SINGAPORE,27,6.75,M,23
C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,72,18,F,71
C2B,Airlines,Online,Bronze Plan,Yes,18,SINGAPORE,39,9.75,F,29
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,53,13.25,M,45
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,16,4,F,36
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,39,9.75,M,28
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,32.5,8.13,F,32
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,16,4,M,73
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,47.5,11.88,M,43
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,29.5,7.38,M,60
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,47.5,11.88,M,30
C2B,Airlines,Online,Silver Plan,Yes,32,SINGAPORE,81.5,20.38,M,40
C2B,Airlines,Online,Silver Plan,No,33,SINGAPORE,74.4,18.6,M,1
C2B,Airlines,Online,Silver Plan,Yes,17,SINGAPORE,56.5,14.13,M,20
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,62,15.5,F,35
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,47.5,11.88,M,33
C2B,Airlines,Online,Silver Plan,No,46,SINGAPORE,130,32.5,F,22
C2B,Airlines,Online,Annual Silver Plan,No,386,SINGAPORE,161,40.25,F,28
C2B,Airlines,Online,Annual Silver Plan,No,423,SINGAPORE,216,54,F,44
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,161,40.25,M,32
C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,193.2,48.3,F,51
C2B,Airlines,Online,Annual Silver Plan,No,372,SINGAPORE,193.2,48.3,F,46
C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,216,54,F,32
C2B,Airlines,Online,Annual Silver Plan,No,427,SINGAPORE,216,54,F,29
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,216,54,M,33
C2B,Airlines,Online,Annual Silver Plan,No,371,SINGAPORE,259.2,64.8,F,23
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,259.2,64.8,F,23
C2B,Airlines,Online,Annual Gold Plan,No,365,SINGAPORE,333,83.25,M,61
RAB,Airlines,Online,Value Plan,No,27,BRUNEI DARUSSALAM,23,9.2,M,30
RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6,M,45
RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15,6,M,49
RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,15,6,M,59
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,101,INDONESIA,25,16.25,M,33
JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,18,6.3,M,54
JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18,6.3,M,46
JZI,Airlines,Online,Basic Plan,No,80,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22,7.7,F,28
JZI,Airlines,Online,Basic Plan,No,4,CHINA,22,7.7,M,51
JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,30,10.5,F,79
JZI,Airlines,Online,Basic Plan,No,25,INDONESIA,42,14.7,F,42
JZI,Airlines,Online,Basic Plan,No,31,MYANMAR,37,12.95,F,33
JZI,Airlines,Online,Basic Plan,No,11,MALAYSIA,22,7.7,F,54
JZI,Airlines,Online,Basic Plan,No,39,MYANMAR,18,6.3,F,29
JZI,Airlines,Online,Basic Plan,No,43,INDONESIA,37,12.95,F,43
JZI,Airlines,Online,Value Plan,No,12,JAPAN,69,24.15,M,33
JZI,Airlines,Online,Value Plan,No,88,AUSTRALIA,58,20.3,F,72
JZI,Airlines,Online,Value Plan,No,19,PAKISTAN,69,24.15,F,76
TST,Travel Agency,Offline,Travel Cruise Protect,No,15,THAILAND,30,10.5,M,41
TST,Travel Agency,Offline,Travel Cruise Protect,No,15,THAILAND,30,10.5,F,41
TST,Travel Agency,Offline,Travel Cruise Protect,No,6,THAILAND,30,10.5,F,43
CCR,Travel Agency,Offline,Comprehensive Plan,No,10,MALAYSIA,29,9.57,F,27
CCR,Travel Agency,Offline,Comprehensive Plan,No,10,MALAYSIA,29,9.57,M,24
CCR,Travel Agency,Offline,Comprehensive Plan,No,10,MALAYSIA,29,9.57,M,30
CCR,Travel Agency,Offline,Comprehensive Plan,No,10,MALAYSIA,29,9.57,M,28
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,8,"KOREA, REPUBLIC OF",-40,26,F,30
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,29,HONG KONG,-26.5,17.23,F,53
JWT,Airlines,Online,Value Plan,No,102,INDIA,-78,31.2,F,118
JWT,Airlines,Online,Value Plan,No,91,INDIA,-93,37.2,F,118
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,-25.2,6.3,F,43
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,26,UNITED KINGDOM,-48.5,31.53,M,23
JZI,Airlines,Online,Basic Plan,No,31,CHINA,-26,9.1,M,44
C2B,Airlines,Online,Annual Gold Plan,No,366,SINGAPORE,-287.4,71.85,F,65
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,34,THAILAND,-26.5,17.23,M,37
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,-16,4,M,23
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,-16,4,F,22
C2B,Airlines,Online,Annual Silver Plan,No,386,SINGAPORE,-161,40.25,F,28
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,45.5,11.38,M,31
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,40,10,F,25
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,27,6.75,F,32
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,27,6.75,F,47
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,39,9.75,F,51
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,20,5,M,27
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,32.4,8.1,F,38
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,69.5,17.38,F,52
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,27,6.75,M,32
C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,80,20,M,25
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,0,14.13,F,32
C2B,Airlines,Online,Bronze Plan,No,122,SINGAPORE,27,6.75,M,35
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,40,10,M,43
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,32.4,8.1,F,43
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,39,9.75,F,32
C2B,Airlines,Online,Bronze Plan,Yes,6,SINGAPORE,21,5.25,F,39
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16,4,F,55
