WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,Year,FraudFound_P
3,3,45,12600,12,400,3,No,No,1996,0
3,3,31,12601,16,400,1,No,No,1996,0
1,1,52,12602,14,400,1,No,No,1996,0
1,2,61,12603,8,400,3,No,No,1996,0
5,1,56,12604,11,400,3,No,No,1996,0
4,2,55,12605,10,400,1,No,No,1996,0
3,4,58,12606,13,400,4,No,No,1996,0
1,2,52,12607,16,400,1,No,No,1996,0
4,3,27,12608,11,400,1,No,No,1996,0
3,4,49,12609,15,400,4,No,No,1996,0
5,1,31,12610,15,400,1,No,No,1996,0
3,4,53,12611,10,400,1,No,No,1996,0
2,2,63,12612,2,400,1,No,No,1996,0
2,2,29,12613,3,400,4,No,No,1996,0
1,1,54,12614,10,400,3,No,No,1996,0
4,1,40,12615,2,400,2,No,No,1996,0
5,5,36,12616,16,400,4,No,No,1996,0
5,5,44,12617,9,400,2,No,No,1996,0
4,4,24,12618,2,400,2,No,No,1996,0
3,4,33,12619,7,400,1,No,No,1996,0
4,4,35,12620,11,400,3,No,No,1996,0
4,4,74,12621,9,400,4,No,No,1996,0
4,4,45,12622,1,400,3,No,No,1996,0
5,1,44,12623,14,400,2,No,No,1996,0
3,5,26,12624,2,400,1,No,No,1996,0
2,2,49,12625,2,400,3,No,No,1996,0
2,2,33,12626,12,400,3,No,No,1996,0
2,2,34,12627,13,400,3,No,No,1996,0
1,3,54,12628,5,400,2,No,No,1996,0
5,1,36,12629,10,400,2,No,No,1996,0
4,4,33,12630,2,400,1,No,No,1996,0
2,3,57,12631,2,400,3,Yes,Yes,1996,0
2,2,34,12632,3,400,4,No,No,1996,0
2,2,48,12633,2,400,4,No,No,1996,0
4,5,63,12634,15,400,4,No,No,1996,0
4,4,34,12635,7,400,3,No,No,1996,0
5,1,45,12636,9,400,2,No,No,1996,0
5,4,45,12637,12,400,4,No,No,1996,0
5,1,21,12638,6,400,2,No,No,1996,0
4,2,0,12639,5,400,3,No,No,1996,0
2,3,26,12640,4,400,3,No,No,1996,0
3,4,34,12641,5,400,2,No,No,1996,0
3,3,48,12642,16,400,2,No,No,1996,0
2,4,30,12643,13,400,4,No,No,1996,0
2,2,36,12644,1,400,4,No,No,1996,0
3,5,46,12645,8,400,4,No,No,1996,0
2,3,42,12646,14,400,2,No,No,1996,0
4,4,30,12647,4,400,1,No,No,1996,0
4,4,30,12648,11,400,3,No,No,1996,0
4,4,29,12649,6,700,4,No,No,1996,0
4,4,25,12650,15,400,3,No,No,1996,0
3,3,33,12651,1,400,3,No,No,1996,0
3,4,61,12652,2,400,2,No,No,1996,0
3,3,43,12653,12,400,2,No,No,1996,0
1,1,46,12654,3,400,1,No,No,1996,1
1,2,40,12655,11,400,3,No,No,1996,0
2,2,26,12656,13,400,4,No,No,1996,0
1,1,41,12657,13,400,3,No,No,1996,0
1,1,45,12658,8,400,4,No,No,1996,0
1,1,26,12659,11,400,4,No,No,1996,0
5,2,44,12660,12,400,1,No,No,1996,0
5,1,29,12661,12,400,3,No,No,1996,0
1,2,42,12662,6,400,3,No,No,1996,0
3,4,31,12663,11,400,2,No,No,1996,0
3,3,34,12664,5,400,2,No,No,1996,0
3,3,49,12665,1,400,4,No,No,1996,0
2,2,62,12666,11,400,4,No,No,1996,0
3,3,32,12667,12,400,2,No,No,1996,0
2,4,31,12668,6,400,3,No,No,1996,0
2,4,47,12669,8,400,2,Yes,No,1996,0
1,3,64,12670,11,400,3,No,No,1996,0
5,5,35,12671,12,400,4,No,No,1996,0
1,4,43,12672,9,400,1,No,No,1996,0
1,2,40,12673,7,400,3,No,No,1996,1
4,1,22,12674,2,400,1,Yes,No,1996,0
4,4,37,12675,12,400,1,No,No,1996,0
4,4,56,12676,9,400,3,No,No,1996,0
3,1,32,12677,6,400,1,No,No,1996,0
2,2,25,12678,7,400,1,No,No,1996,0
4,4,55,12679,14,400,1,No,No,1996,0
3,4,70,12680,6,700,3,No,No,1996,0
5,5,28,12681,5,400,2,No,No,1996,0
2,3,25,12682,7,400,2,No,No,1996,0
2,2,32,12683,6,400,3,No,No,1996,0
5,1,53,12684,7,400,2,No,No,1996,0
4,4,36,12685,11,400,2,No,No,1996,0
4,4,26,12686,6,400,1,No,No,1996,0
3,3,39,12687,5,400,3,No,No,1996,0
3,4,64,12688,13,400,1,No,No,1996,0
2,2,26,12689,9,400,2,No,No,1996,0
1,1,48,12690,2,400,3,No,No,1996,0
2,3,46,12691,7,400,2,No,No,1996,0
1,1,39,12692,15,400,2,No,No,1996,0
2,2,53,12693,14,400,1,No,No,1996,0
2,3,26,12694,5,400,2,No,No,1996,0
3,3,26,12695,2,400,3,No,No,1996,0
2,2,33,12696,6,400,2,No,No,1996,0
1,1,32,12697,16,400,4,No,No,1996,0
1,2,38,12698,5,400,1,No,No,1996,0
5,1,47,12699,7,400,3,No,No,1996,0
4,1,29,12700,15,500,3,No,No,1996,0
3,3,35,12701,11,400,1,No,No,1996,0
3,5,62,12702,15,400,4,No,No,1996,0
3,1,29,12703,14,400,2,No,No,1996,0
3,3,49,12704,12,400,4,No,No,1996,0
1,2,38,12705,8,400,1,No,No,1996,0
3,3,0,12706,11,400,3,No,No,1996,0
3,4,53,12707,2,400,2,No,No,1996,0
1,1,65,12708,5,400,2,No,No,1996,0
1,1,42,12709,13,400,4,No,No,1996,0
4,5,35,12710,11,400,1,No,No,1996,0
2,3,24,12711,14,400,4,No,No,1996,0
1,2,57,12712,14,400,2,No,No,1996,0
3,4,30,12713,7,400,1,No,No,1996,0
4,4,59,12714,9,400,3,No,No,1996,0
3,3,31,12715,3,400,3,No,No,1996,0
5,1,46,12716,10,400,3,No,No,1996,0
3,3,41,12717,2,400,2,No,No,1996,0
2,4,29,12718,10,400,2,No,No,1996,0
4,4,29,12719,7,400,4,No,No,1996,0
3,3,46,12720,1,400,3,No,No,1996,0
3,4,31,12721,10,400,2,No,No,1996,0
4,4,53,12722,7,400,4,No,No,1996,0
3,3,35,12723,6,400,1,No,No,1996,0
1,1,35,12724,3,400,3,No,No,1996,1
1,2,35,12725,10,400,2,No,No,1996,1
3,1,30,12726,6,400,2,No,No,1996,0
1,2,41,12727,2,400,4,No,No,1996,0
4,4,56,12728,6,400,3,No,No,1996,0
3,3,30,12729,15,400,3,No,No,1996,0
2,3,36,12730,9,400,1,No,No,1996,0
1,4,53,12731,14,400,2,No,No,1996,0
2,2,55,12732,3,400,3,No,No,1996,0
3,3,58,12733,9,400,4,No,No,1996,0
1,2,48,12734,9,400,3,No,No,1996,0
1,1,40,12735,13,400,4,No,No,1996,0
3,4,35,12736,11,400,2,No,No,1996,0
4,4,41,12737,7,400,2,No,No,1996,0
4,1,35,12738,10,400,3,No,No,1996,0
1,3,43,12739,2,400,4,No,No,1996,0
1,1,43,12740,11,400,3,No,No,1996,1
2,3,28,12741,4,400,4,No,No,1996,0
2,3,45,12742,5,700,3,No,No,1996,0
2,3,28,12743,11,400,3,No,No,1996,0
3,4,30,12744,5,400,2,No,No,1996,0
3,2,43,12745,3,400,3,No,No,1996,0
4,3,46,12746,13,400,2,No,No,1996,0
1,3,53,12747,8,400,3,No,No,1996,1
1,4,52,12748,2,400,2,No,No,1996,1
3,4,29,12749,1,400,1,No,No,1996,0
2,2,41,12750,3,400,1,No,No,1996,0
5,1,37,12751,14,500,4,No,No,1996,0
4,4,30,12752,8,400,2,No,No,1996,0
4,4,63,12753,1,400,2,No,No,1996,0
5,5,29,12754,11,400,3,No,No,1996,0
4,1,53,12755,1,400,2,No,No,1996,0
4,1,41,12756,14,400,3,Yes,No,1996,0
3,3,44,12757,3,400,3,No,No,1996,0
3,3,31,12758,6,400,3,No,No,1996,0
1,1,54,12759,2,400,2,No,No,1996,0
2,3,30,12760,5,400,2,No,No,1996,0
2,2,41,12761,8,400,4,No,No,1996,0
4,4,24,12762,10,400,1,No,No,1996,0
4,1,45,12763,8,400,2,No,No,1996,0
1,1,34,12764,6,400,2,No,No,1996,0
1,1,29,12765,10,400,4,No,No,1996,0
4,4,33,12766,8,400,1,No,No,1996,0
3,4,27,12767,14,400,3,No,No,1996,0
3,3,37,12768,4,400,4,No,No,1996,0
3,4,44,12769,2,400,3,No,No,1996,0
3,3,28,12770,1,400,2,No,No,1996,0
2,2,45,12771,11,400,3,No,No,1996,0
2,3,71,12772,11,400,3,No,No,1996,0
1,3,30,12773,6,400,2,No,No,1996,0
4,4,54,12774,10,400,2,No,No,1996,0
4,1,33,12775,8,400,2,No,No,1996,0
3,4,35,12776,14,400,3,No,No,1996,0
2,4,65,12777,7,400,2,No,No,1996,0
4,1,63,12778,13,400,1,No,No,1996,0
4,4,33,12779,12,400,3,No,No,1996,0
4,1,50,12780,14,400,2,No,No,1996,0
4,1,37,12781,1,400,1,No,No,1996,0
4,4,24,12782,12,400,2,No,No,1996,0
3,3,44,12783,6,400,2,No,No,1996,0
3,4,19,12784,6,400,1,No,No,1996,0
1,1,45,12785,15,400,2,No,No,1996,0
5,5,48,12786,16,400,3,No,No,1996,0
2,2,28,12787,7,400,4,No,No,1996,0
5,5,72,12788,3,400,2,No,No,1996,0
3,4,28,12789,7,400,4,No,No,1996,0
5,1,24,12790,12,400,2,No,No,1996,0
2,4,55,12791,16,400,1,Yes,No,1996,0
1,2,41,12792,9,400,2,No,No,1996,0
3,3,37,12793,12,400,2,No,No,1996,0
1,1,29,12794,3,400,4,No,No,1996,0
1,1,32,12795,11,400,4,No,No,1996,0
3,1,40,12796,14,400,1,No,No,1996,0
3,3,19,12797,1,400,3,No,No,1996,0
2,1,52,12798,12,400,4,No,No,1996,0
2,2,31,12799,6,400,4,No,No,1996,0
2,2,37,12800,11,400,3,No,No,1996,0
2,4,39,12801,10,400,2,No,No,1996,0
2,2,52,12802,3,500,4,No,No,1996,0
4,4,39,12803,4,400,2,No,No,1996,0
2,4,30,12804,15,400,1,No,No,1996,1
4,1,54,12805,7,400,3,No,No,1996,0
3,1,42,12806,2,400,3,No,No,1996,0
2,2,39,12807,13,400,1,No,No,1996,0
1,3,26,12808,1,400,4,No,No,1996,0
3,4,45,12809,10,400,3,No,No,1996,0
2,3,27,12810,11,400,1,No,No,1996,1
3,3,45,12811,2,400,3,No,No,1996,0
2,2,52,12812,10,400,2,No,No,1996,0
1,1,31,12813,1,400,1,No,No,1996,0
2,4,27,12814,1,400,1,No,No,1996,0
1,1,41,12815,7,400,4,No,No,1996,0
4,5,28,12816,13,400,4,No,No,1996,0
4,1,29,12817,8,400,1,No,No,1996,0
1,1,29,12818,2,400,1,No,No,1996,0
5,1,27,12819,6,400,3,No,No,1996,0
2,3,27,12820,4,400,4,No,No,1996,0
3,3,60,12821,1,400,4,No,No,1996,0
1,5,30,12822,15,400,2,No,No,1996,0
3,4,33,12823,7,400,2,No,No,1996,0
1,2,65,12824,9,400,3,No,No,1996,0
1,2,44,12825,1,400,3,No,No,1996,0
2,2,42,12826,7,400,2,No,No,1996,1
2,3,31,12827,11,400,3,No,No,1996,0
1,1,69,12828,11,400,2,No,No,1996,0
1,1,79,12829,2,400,2,No,No,1996,0
1,1,34,12830,10,400,3,No,No,1996,0
1,5,47,12831,5,400,3,No,No,1996,0
4,4,30,12832,16,400,4,No,No,1996,0
1,3,31,12833,8,400,2,No,No,1996,0
4,4,38,12834,14,400,2,No,No,1996,0
2,2,35,12835,1,700,4,No,No,1996,1
4,1,29,12836,6,400,4,No,No,1996,0
5,5,31,12837,16,400,3,No,No,1996,0
1,1,54,12838,7,400,4,No,No,1996,0
3,4,24,12839,15,400,2,No,No,1996,0
4,4,30,12840,16,400,4,No,No,1996,0
3,3,57,12841,4,400,2,No,No,1996,0
3,3,26,12842,3,400,2,No,No,1996,0
2,2,67,12843,15,400,4,No,No,1996,1
2,4,63,12844,1,400,2,No,No,1996,0
2,2,26,12845,11,400,2,No,No,1996,0
2,3,39,12846,6,400,3,No,No,1996,0
2,2,35,12847,14,400,4,No,No,1996,0
1,2,32,12848,10,400,3,No,No,1996,0
2,3,38,12849,5,400,2,No,No,1996,1
2,2,33,12850,5,400,4,No,No,1996,0
5,5,56,12851,1,400,1,No,No,1996,0
1,1,32,12852,4,400,3,No,No,1996,0
4,4,47,12853,11,500,1,No,No,1996,0
4,4,37,12854,12,400,2,No,No,1996,0
1,2,46,12855,9,400,4,No,No,1996,0
1,1,55,12856,6,400,2,No,No,1996,0
2,4,33,12857,5,400,3,No,No,1996,0
2,4,46,12858,4,400,3,No,No,1996,0
4,5,79,12859,12,400,2,No,No,1996,0
4,1,34,12860,6,400,4,No,No,1996,0
4,4,42,12861,6,400,4,No,No,1996,0
5,2,34,12862,10,400,4,No,No,1996,0
4,5,26,12863,5,400,2,No,No,1996,0
4,5,33,12864,3,400,1,No,No,1996,0
2,4,31,12865,7,400,1,No,No,1996,1
2,4,42,12866,1,700,4,No,No,1996,0
5,1,32,12867,2,400,3,No,No,1996,0
2,2,30,12868,10,400,2,No,No,1996,0
3,2,33,12869,3,400,4,No,No,1996,0
2,3,33,12870,10,400,1,No,No,1996,0
4,4,42,12871,9,400,4,No,No,1996,0
2,4,76,12872,3,400,3,No,No,1996,0
4,4,0,12873,10,400,1,No,No,1996,0
5,2,74,12874,1,400,1,No,No,1996,0
2,2,38,12875,6,400,4,No,No,1996,0
1,1,27,12876,4,400,1,No,No,1996,0
1,1,52,12877,6,400,2,No,No,1996,0
1,1,41,12878,11,400,1,No,No,1996,0
5,1,51,12879,15,400,2,No,No,1996,0
3,3,53,12880,11,400,2,No,No,1996,0
3,3,64,12881,1,400,1,No,No,1996,0
3,3,29,12882,15,400,3,No,No,1996,0
4,5,37,12883,13,400,4,No,No,1996,0
4,4,49,12884,8,400,3,No,No,1996,0
3,4,34,12885,2,400,2,No,No,1996,0
2,2,34,12886,11,400,1,No,No,1996,0
1,1,40,12887,12,400,3,No,No,1996,0
4,1,28,12888,14,400,2,No,No,1996,0
4,1,23,12889,10,400,4,No,No,1996,0
2,2,36,12890,12,400,1,No,No,1996,0
5,5,29,12891,5,400,1,No,No,1996,0
5,5,19,12892,13,400,1,No,No,1996,0
4,5,42,12893,9,400,1,No,No,1996,0
4,4,27,12894,15,400,1,No,No,1996,0
5,1,33,12895,10,400,4,No,No,1996,0
4,4,30,12896,15,400,2,No,No,1996,0
2,3,47,12897,14,700,4,No,No,1996,0
3,3,47,12898,12,400,2,No,No,1996,0
3,3,50,12899,11,400,4,No,No,1996,0
2,2,49,12900,2,400,4,No,No,1996,0
3,3,33,12901,10,400,1,No,No,1996,0
1,2,31,12902,10,400,2,No,No,1996,0
1,1,43,12903,8,400,3,No,No,1996,0
4,4,61,12904,15,500,3,No,No,1996,0
4,4,63,12905,14,400,2,No,No,1996,0
1,4,20,12906,8,400,1,No,No,1996,0
2,2,37,12907,12,400,2,No,No,1996,0
2,2,19,12908,9,400,1,No,No,1996,0
3,3,28,12909,2,400,3,No,No,1996,0
4,4,28,12910,2,400,4,No,No,1996,0
1,3,46,12911,9,400,4,No,No,1996,0
3,4,63,12912,1,400,2,No,No,1996,0
3,3,39,12913,5,400,3,No,No,1996,0
2,3,30,12914,13,400,2,No,No,1996,0
4,4,21,12915,13,400,4,No,No,1996,0
3,2,27,12916,15,400,4,No,No,1996,0
3,3,41,12917,5,400,1,No,No,1996,0
4,4,41,12918,16,400,4,No,No,1996,0
1,2,55,12919,9,400,4,Yes,No,1996,0
2,5,33,12920,8,400,2,No,No,1996,0
3,1,42,12921,6,400,3,No,No,1996,0
2,3,51,12922,1,400,3,No,No,1996,1
3,3,67,12923,5,400,3,No,No,1996,0
3,1,33,12924,9,400,2,No,No,1996,0
2,2,76,12925,2,400,2,No,No,1996,0
2,5,26,12926,4,400,4,No,No,1996,0
1,2,46,12927,6,400,4,No,No,1996,0
4,1,34,12928,2,400,3,No,No,1996,0
3,3,22,12929,5,400,4,No,No,1996,0
3,3,48,12930,10,400,2,No,No,1996,0
2,2,52,12931,7,400,2,No,No,1996,0
5,1,40,12932,15,400,2,No,No,1996,0
5,5,61,12933,1,400,4,No,No,1996,0
1,2,50,12934,1,400,2,No,No,1996,0
2,3,31,12935,5,400,4,No,No,1996,0
2,3,51,12936,7,400,1,No,No,1996,0
2,2,51,12937,9,400,2,No,No,1996,0
1,1,21,12938,9,400,2,No,No,1996,0
2,3,49,12939,1,400,4,No,No,1996,0
3,1,34,12940,6,400,4,No,No,1996,0
3,3,31,12941,2,400,1,No,No,1996,0
2,3,32,12942,14,400,3,No,No,1996,0
2,3,54,12943,12,400,1,No,No,1996,0
3,2,34,12944,14,400,4,No,No,1996,0
1,1,36,12945,12,400,4,No,No,1996,0
4,1,31,12946,13,400,1,No,No,1996,0
2,2,62,12947,4,400,2,No,No,1996,0
3,3,35,12948,1,400,4,No,No,1996,0
1,2,44,12949,14,400,2,No,No,1996,0
2,2,73,12950,14,400,1,No,No,1996,0
5,3,32,12951,10,400,2,No,No,1996,0
4,4,34,12952,9,400,2,No,No,1996,0
2,3,38,12953,5,400,1,No,No,1996,0
2,3,45,12954,8,400,3,No,No,1996,0
2,3,53,12955,5,500,4,No,No,1996,0
1,1,24,12956,10,400,1,No,No,1996,0
3,4,44,12957,14,400,3,No,No,1996,0
1,2,45,12958,1,400,2,No,No,1996,0
5,5,41,12959,2,700,1,No,No,1996,0
3,3,56,12960,3,400,4,Yes,No,1996,0
4,4,28,12961,6,400,1,No,No,1996,0
2,2,46,12962,7,400,3,No,No,1996,0
1,1,24,12963,9,400,2,No,No,1996,0
2,3,32,12964,5,400,2,No,No,1996,0
1,1,74,12965,5,400,4,No,No,1996,0
2,2,36,12966,16,400,2,No,No,1996,0
1,3,43,12967,4,400,3,No,No,1996,0
1,2,28,12968,16,400,1,No,No,1996,0
5,3,25,12969,4,400,2,No,No,1996,0
5,1,52,12970,3,400,2,No,No,1996,0
2,3,50,12971,16,400,4,No,No,1996,0
4,4,52,12972,12,400,1,No,No,1996,0
4,5,52,12973,3,400,3,No,No,1996,0
4,1,26,12974,12,400,1,No,No,1996,0
2,3,46,12975,5,400,1,No,No,1996,0
1,2,31,12976,4,400,2,No,No,1996,0
3,4,31,12977,7,400,1,No,No,1996,0
2,2,41,12978,1,400,1,No,No,1996,0
2,2,26,12979,13,400,3,Yes,No,1996,0
2,3,55,12980,4,400,2,No,No,1996,0
3,3,27,12981,4,400,2,No,No,1996,0
2,3,43,12982,7,400,2,No,No,1996,0
3,3,36,12983,5,400,4,No,No,1996,0
3,4,36,12984,14,400,4,No,No,1996,0
1,1,26,12985,14,400,3,No,No,1996,0
5,1,42,12986,7,400,4,No,No,1996,0
3,4,40,12987,14,400,4,No,No,1996,0
1,2,37,12988,13,400,1,No,No,1996,0
5,3,43,12989,10,400,2,No,No,1996,0
4,1,60,12990,6,700,1,No,No,1996,0
3,3,28,12991,10,400,2,No,No,1996,0
3,3,40,12992,5,400,2,No,No,1996,0
4,4,30,12993,7,400,4,No,No,1996,0
2,2,23,12994,3,400,2,No,No,1996,0
1,1,67,12995,9,400,4,No,No,1996,0
3,4,35,12996,10,400,1,No,No,1996,0
4,2,46,12997,9,400,1,No,No,1996,0
4,4,45,12998,8,400,3,No,No,1996,0
1,1,51,12999,3,400,1,No,No,1996,0
3,3,39,13000,13,400,4,No,No,1996,1
1,1,39,13001,16,400,2,No,No,1996,0
4,1,34,13002,14,400,1,No,No,1996,0
1,2,29,13003,13,400,4,No,No,1996,0
1,1,54,13004,4,400,1,No,No,1996,0
2,3,34,13005,1,400,4,No,No,1996,0
2,2,50,13006,6,500,1,No,No,1996,0
1,2,26,13007,9,400,2,No,No,1996,0
3,3,43,13008,9,400,2,No,No,1996,0
2,2,53,13009,5,400,4,No,No,1996,0
2,2,33,13010,13,400,2,No,No,1996,0
2,2,33,13011,8,400,3,No,No,1996,0
2,2,30,13012,3,400,4,No,No,1996,0
5,1,37,13013,11,400,4,No,No,1996,0
1,1,37,13014,11,400,2,No,No,1996,0
5,1,32,13015,13,400,1,No,No,1996,0
3,3,26,13016,7,400,2,No,No,1996,0
3,3,65,13017,10,400,1,No,No,1996,0
3,4,28,13018,3,400,2,No,No,1996,0
2,3,41,13019,2,400,2,No,No,1996,0
2,2,26,13020,1,400,2,No,No,1996,0
1,1,32,13021,15,400,3,No,No,1996,0
4,4,31,13022,10,400,2,No,No,1996,0
3,3,40,13023,10,400,1,No,No,1996,0
2,3,37,13024,10,400,4,No,No,1996,0
2,2,30,13025,15,400,2,No,No,1996,0
4,4,41,13026,9,400,4,No,No,1996,0
3,3,27,13027,5,400,1,No,No,1996,1
3,4,28,13028,10,400,2,No,No,1996,0
3,1,38,13029,4,400,3,No,No,1996,0
2,2,33,13030,9,400,3,No,No,1996,0
2,2,32,13031,15,400,1,No,No,1996,0
4,4,55,13032,3,400,4,No,No,1996,0
3,5,34,13033,10,400,3,No,No,1996,0
3,3,64,13034,2,400,2,No,No,1996,0
3,2,31,13035,6,400,2,No,No,1996,0
3,3,46,13036,1,400,3,No,No,1996,0
3,3,38,13037,2,400,2,No,No,1996,0
1,1,49,13038,15,400,3,No,No,1996,0
2,3,44,13039,2,400,2,No,No,1996,0
2,3,51,13040,9,400,4,Yes,No,1996,0
2,3,35,13041,2,400,4,Yes,No,1996,0
2,3,48,13042,6,400,3,No,No,1996,0
2,2,34,13043,11,400,3,Yes,No,1996,0
2,3,34,13044,6,400,4,No,No,1996,0
2,2,51,13045,12,400,1,No,No,1996,0
5,3,40,13046,13,400,1,No,No,1996,0
4,4,21,13047,13,400,1,No,No,1996,0
4,4,44,13048,6,400,1,No,No,1996,0
4,1,39,13049,4,400,3,No,No,1996,0
1,1,57,13050,16,400,4,No,No,1996,0
1,3,42,13051,4,400,4,No,No,1996,0
2,3,54,13052,16,700,4,No,No,1996,0
5,2,33,13053,14,400,1,No,No,1996,0
4,5,36,13054,3,400,3,No,No,1996,0
4,5,43,13055,14,400,4,No,No,1996,0
4,1,31,13056,2,400,2,No,No,1996,0
1,1,39,13057,10,500,2,No,No,1996,0
1,3,45,13058,8,400,4,No,No,1996,0
3,3,34,13059,11,400,4,No,No,1996,0
3,3,36,13060,5,400,3,No,No,1996,0
3,4,27,13061,9,400,1,No,No,1996,0
2,3,34,13062,2,400,3,No,No,1996,0
3,4,32,13063,2,400,4,No,No,1996,0
1,3,35,13064,4,400,4,No,No,1996,0
2,2,49,13065,7,400,1,No,No,1996,0
4,2,49,13066,12,400,1,No,No,1996,0
5,1,36,13067,9,400,4,No,Yes,1996,0
3,4,40,13068,14,400,2,No,No,1996,1
3,3,26,13069,13,400,4,No,No,1996,0
3,4,29,13070,5,400,1,No,No,1996,0
3,4,27,13071,3,400,4,No,No,1996,0
1,3,48,13072,13,400,3,No,No,1996,0
3,1,46,13073,14,400,2,No,No,1996,0
4,4,45,13074,10,400,4,No,No,1996,0
1,2,47,13075,9,400,2,No,No,1996,0
4,1,67,13076,13,400,2,No,No,1996,0
1,2,46,13077,4,400,3,No,No,1996,0
3,3,56,13078,8,400,3,No,No,1996,0
3,4,54,13079,13,400,4,No,No,1996,0
1,1,44,13080,1,400,3,No,No,1996,0
1,3,34,13081,7,400,2,No,No,1996,0
3,3,64,13082,4,400,4,No,No,1996,0
3,2,34,13083,15,400,4,No,No,1996,0
2,4,24,13084,1,400,1,No,No,1996,0
3,1,54,13085,11,400,1,No,No,1996,0
5,5,29,13086,8,400,1,No,No,1996,0
3,4,37,13087,7,400,2,No,No,1996,0
3,4,30,13088,9,400,4,No,No,1996,1
1,1,27,13089,8,400,4,Yes,No,1996,0
1,3,40,13090,11,400,4,No,No,1996,0
2,3,25,13091,12,400,4,No,No,1996,0
1,3,32,13092,4,400,3,No,No,1996,0
2,3,65,13093,9,400,3,No,No,1996,0
3,4,42,13094,13,400,1,No,No,1996,0
1,1,52,13095,2,400,1,No,No,1996,0
3,4,37,13096,8,400,3,No,No,1996,1
4,2,56,13097,1,400,4,Yes,No,1996,0
4,2,32,13098,5,400,3,No,No,1996,0
4,1,39,13099,4,400,1,No,No,1996,0
4,1,37,13100,9,400,2,No,No,1996,0
4,4,33,13101,9,400,1,No,No,1996,0
4,5,38,13102,7,400,1,Yes,No,1996,0
4,4,27,13103,4,400,4,No,No,1996,0
3,1,61,13104,4,400,3,No,No,1996,0
5,5,33,13105,13,400,2,No,No,1996,0
4,4,65,13106,16,400,1,No,No,1996,0
4,4,62,13107,6,400,3,No,No,1996,0
4,4,39,13108,6,500,4,No,No,1996,0
4,4,33,13109,10,400,4,No,No,1996,0
3,3,38,13110,14,400,1,No,No,1996,0
3,5,42,13111,11,400,1,No,No,1996,0
3,3,41,13112,12,400,1,No,No,1996,0
5,5,38,13113,7,400,2,No,No,1996,0
1,3,54,13114,13,400,2,No,No,1996,0
4,1,26,13115,8,400,4,No,No,1996,0
4,2,39,13116,10,400,2,No,No,1996,0
1,1,48,13117,12,400,1,No,No,1996,0
4,1,46,13118,6,400,2,No,No,1996,0
4,1,36,13119,10,400,1,No,No,1996,0
4,5,26,13120,10,400,2,No,No,1996,0
4,4,28,13121,7,400,1,No,No,1996,0
4,4,35,13122,11,400,4,No,No,1996,0
2,3,53,13123,7,400,2,No,No,1996,0
3,4,79,13124,12,400,3,No,No,1996,0
3,1,78,13125,7,400,3,No,No,1996,0
3,3,54,13126,15,400,3,No,No,1996,0
2,2,50,13127,16,400,3,No,No,1996,0
4,4,39,13128,3,400,2,No,No,1996,0
3,4,47,13129,3,400,2,No,No,1996,0
4,1,45,13130,9,400,3,No,No,1996,1
1,1,29,13131,11,400,2,No,No,1996,0
3,3,41,13132,9,400,2,No,No,1996,0
5,5,24,13133,10,400,3,No,No,1996,0
2,4,26,13134,6,400,2,No,No,1996,0
4,2,34,13135,1,400,2,No,No,1996,1
5,5,35,13136,9,400,4,No,No,1996,0
2,2,32,13137,1,400,3,No,No,1996,0
2,4,32,13138,10,400,4,No,No,1996,0
1,1,29,13139,13,400,2,No,No,1996,0
1,3,33,13140,15,400,2,No,No,1996,0
4,4,64,13141,13,400,4,No,No,1996,0
4,2,49,13142,10,400,3,No,No,1996,0
4,1,53,13143,9,400,1,No,No,1996,1
1,1,39,13144,12,400,1,No,No,1996,0
4,4,45,13145,12,700,2,No,No,1996,0
2,3,77,13146,10,400,2,No,No,1996,0
4,1,58,13147,7,400,3,No,No,1996,0
2,3,35,13148,8,400,2,No,No,1996,0
4,4,33,13149,11,400,2,No,No,1996,0
4,4,44,13150,13,400,2,No,No,1996,0
4,1,31,13151,13,400,1,No,No,1996,0
3,1,43,13152,15,400,1,No,No,1996,0
3,3,43,13153,12,400,4,No,No,1996,0
2,4,29,13154,14,400,1,No,No,1996,0
2,2,33,13155,3,400,3,No,No,1996,0
2,3,29,13156,13,400,3,No,No,1996,0
1,1,33,13157,2,400,4,No,No,1996,0
1,2,44,13158,16,400,4,No,No,1996,0
4,1,38,13159,14,500,4,No,No,1996,1
3,3,34,13160,7,400,3,No,No,1996,0
2,4,23,13161,7,400,3,No,No,1996,0
1,1,47,13162,8,400,1,No,No,1996,0
1,1,56,13163,13,400,3,No,No,1996,0
2,2,31,13164,14,400,3,No,No,1996,0
4,4,30,13165,14,400,3,No,No,1996,0
3,1,32,13166,4,400,3,No,No,1996,0
4,4,43,13167,6,400,4,No,No,1996,0
4,4,50,13168,5,400,3,No,No,1996,0
2,2,53,13169,13,400,4,No,No,1996,0
3,4,31,13170,5,400,3,No,No,1996,0
4,1,34,13171,7,400,3,No,No,1996,0
1,1,41,13172,1,400,2,No,No,1996,0
2,5,27,13173,13,400,1,No,No,1996,0
4,2,72,13174,16,400,1,No,No,1996,0
1,2,58,13175,15,400,4,No,No,1996,0
1,2,48,13176,2,700,1,No,No,1996,0
4,3,31,13177,15,400,1,No,No,1996,0
