is_male,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Annual_Premium,claim
0,29,1,50,1,12,0,152,229,23342,0
1,44,1,28,1,6,0,13,276,39296,0
1,25,1,41,1,12,0,152,200,32698,0
1,32,1,28,1,6,0,124,62,41313,0
0,37,1,46,0,6,1,124,286,29336,1
0,30,1,12,0,12,1,26,160,2630,1
0,29,1,47,1,6,0,16,193,23896,0
0,44,1,8,0,24,1,25,296,44569,1
1,65,1,28,0,6,1,13,232,51805,0
0,35,1,12,1,6,0,152,111,18869,0
1,36,1,28,0,6,1,29,21,45835,1
0,66,1,48,0,6,1,154,62,2630,0
0,27,1,9,1,12,0,152,158,25460,0
1,33,1,21,1,12,0,152,246,32991,0
1,50,1,7,0,6,1,124,98,137771,1
1,45,1,29,0,6,1,124,180,25299,1
0,32,1,8,0,12,1,152,233,35889,0
0,45,1,28,1,6,0,26,166,46064,0
0,43,1,28,0,6,1,125,110,46553,1
0,53,1,33,1,6,0,124,227,34647,0
1,42,1,3,1,6,0,156,229,2630,0
0,23,1,18,1,12,0,152,260,26170,0
0,28,1,37,0,12,0,152,173,26598,0
0,26,1,47,0,12,0,152,228,34501,0
1,21,1,8,0,12,0,1,222,2630,0
1,27,1,50,1,12,0,152,163,54635,0
1,53,1,11,1,6,0,26,240,32245,0
0,79,1,42,0,6,0,26,24,42219,0
0,39,1,28,0,6,1,124,246,45244,1
0,54,1,46,0,6,1,26,42,40735,0
1,37,1,14,1,6,0,156,95,2630,0
0,52,1,37,1,6,0,26,150,28960,0
1,56,1,28,1,6,0,124,98,48881,0
1,20,1,46,1,12,0,160,153,21309,0
1,45,1,28,1,6,1,125,200,39911,0
0,21,1,46,1,12,0,160,176,29186,0
1,47,1,28,0,24,1,26,69,26142,0
0,64,1,28,0,24,1,26,11,25887,0
1,37,1,11,0,6,1,124,119,33840,1
1,45,1,32,0,6,0,26,139,32368,0
0,24,1,28,0,12,1,152,258,54236,0
1,34,1,21,1,6,0,152,227,2630,0
1,46,1,28,0,24,1,26,156,33620,0
1,43,1,46,0,6,1,26,205,32622,1
1,24,1,8,1,12,0,152,111,34522,0
1,49,1,28,0,6,1,26,243,37781,0
1,24,1,45,1,12,0,152,159,32096,0
0,59,1,8,1,6,0,7,123,27400,0
0,54,1,28,0,6,0,122,191,43011,0
1,24,1,6,1,12,0,152,170,29958,0
0,22,1,36,1,12,1,152,201,38486,0
0,22,1,28,1,12,0,152,68,28495,0
1,40,1,17,0,6,1,157,190,27769,0
1,26,1,16,0,12,0,152,189,2630,0
0,34,1,36,0,6,1,26,247,33699,1
0,33,1,3,0,6,1,154,100,24580,1
0,26,1,15,0,12,1,152,165,17847,0
1,37,1,38,0,6,1,124,198,2630,1
0,20,1,41,0,12,1,156,110,2630,0
1,24,1,27,0,12,1,152,215,48757,0
1,24,1,46,1,12,0,152,196,42333,0
0,39,1,28,0,6,1,26,296,2630,0
1,38,1,45,0,6,1,26,205,24917,1
1,41,1,46,1,6,0,124,16,30593,0
0,25,1,49,1,12,0,152,10,32442,0
1,40,1,28,1,6,0,124,224,31876,0
0,49,1,3,0,6,1,26,194,34295,0
1,25,1,17,1,12,0,152,150,82470,0
1,62,1,13,0,6,1,124,134,28758,0
0,41,1,28,0,6,1,26,20,75457,0
0,40,1,41,0,6,1,124,44,41649,1
1,24,1,41,0,12,1,152,174,19439,0
1,53,1,35,1,6,1,26,288,31200,0
0,20,1,15,0,12,0,160,236,31713,0
0,22,1,10,0,12,1,152,60,26048,0
1,53,1,28,1,6,0,124,271,34988,0
1,54,1,3,0,24,1,124,106,2630,0
1,60,1,50,0,6,1,152,288,38032,0
1,35,1,8,0,6,1,156,202,41099,1
0,22,1,21,1,12,0,152,193,22846,0
0,68,1,11,0,6,1,124,131,2630,0
0,20,1,39,0,12,1,160,176,63456,0
1,45,1,28,1,6,0,124,172,31969,0
1,24,1,6,1,12,0,152,215,22143,0
1,26,1,28,1,12,0,152,193,44551,0
0,52,1,35,0,6,1,26,23,2630,0
1,33,1,30,1,12,0,152,231,29997,0
0,48,1,28,0,6,1,26,289,42666,0
1,42,1,39,0,6,1,124,266,31930,1
0,24,1,45,1,12,1,152,210,22720,0
0,63,1,20,0,6,1,26,208,2630,0
0,24,1,8,0,12,1,152,138,30910,0
0,30,1,28,1,12,0,152,168,60350,0
1,25,1,36,0,12,1,152,86,27552,0
1,24,1,6,1,12,0,152,298,32466,0
0,36,1,30,1,6,0,152,22,28787,0
1,52,1,28,0,6,1,26,283,40308,0
1,21,1,32,1,12,0,152,51,34065,0
0,42,1,8,0,6,1,124,57,27958,1
0,20,1,36,0,12,1,160,98,2630,0
1,41,1,37,0,6,1,26,225,2630,0
1,45,1,28,0,6,1,26,100,46400,0
1,27,1,8,1,12,0,152,282,35330,0
1,44,1,42,0,6,1,124,72,2630,0
1,32,1,28,0,12,1,152,287,36582,1
1,23,1,28,1,12,0,152,91,30098,0
0,49,1,8,1,6,0,124,122,32660,0
1,23,1,11,1,12,0,152,60,59873,0
0,36,1,46,0,6,1,156,27,2630,1
0,27,1,28,1,12,0,152,56,39236,0
0,48,1,28,0,6,1,124,197,35413,0
0,27,1,25,1,12,0,152,175,2630,0
1,22,1,14,1,12,0,152,208,23326,0
0,37,1,1,0,6,1,26,161,2630,0
1,48,1,30,0,6,1,124,155,2630,1
1,79,1,3,0,6,0,52,164,2630,0
1,24,1,47,1,12,0,26,140,32335,0
0,23,1,28,0,12,1,124,146,40104,0
0,80,1,28,0,6,1,26,18,35981,0
0,39,1,8,1,6,0,4,259,24932,0
0,29,1,49,1,12,0,152,191,25080,0
0,25,1,18,1,12,0,152,296,17889,0
0,24,1,46,1,12,0,152,25,21603,0
0,47,1,28,0,6,1,26,246,41227,1
1,53,1,8,0,24,1,26,279,35676,0
0,32,1,28,0,12,1,157,262,2630,1
1,51,1,15,0,6,1,14,221,34618,0
1,43,1,38,0,6,1,124,47,34327,1
1,20,1,30,0,12,1,160,231,31840,0
1,22,1,28,1,12,0,152,156,50303,0
0,22,1,46,0,12,1,26,141,40112,0
0,73,1,11,1,6,0,120,113,36854,0
0,23,1,28,1,12,0,152,164,55858,0
1,42,1,28,0,6,1,124,271,30135,1
1,58,1,33,0,6,1,26,209,2630,0
0,47,1,28,0,24,1,124,108,39120,0
1,46,1,8,1,6,0,124,252,62500,0
1,24,1,33,0,12,0,152,140,34261,0
1,22,1,30,1,12,1,152,44,2630,0
1,45,1,28,0,24,1,122,102,42229,1
0,23,1,35,0,12,1,152,258,28017,0
1,45,1,28,0,6,1,35,204,32442,0
1,24,1,16,1,12,0,152,261,22491,0
1,48,1,28,0,6,1,124,13,43832,0
1,29,1,10,1,12,0,152,34,27352,0
1,43,1,28,0,6,1,26,275,23988,0
1,33,1,36,0,12,1,154,133,36706,1
1,22,1,28,0,12,1,26,40,57160,0
0,50,1,29,0,6,1,26,233,2630,0
0,60,1,37,1,6,0,124,127,33312,0
1,43,1,14,0,6,1,26,291,27162,0
1,31,1,50,0,6,1,156,238,2630,1
0,37,1,28,0,6,1,26,139,40650,0
0,23,1,15,1,12,0,152,174,35279,0
1,35,1,2,0,6,1,152,240,2630,0
0,30,1,28,0,6,1,124,43,24337,0
0,24,1,50,0,12,1,152,52,65194,0
1,67,1,28,0,24,1,91,142,2630,1
1,25,1,3,1,6,0,124,131,34191,0
1,61,1,42,0,6,1,26,154,21691,0
1,64,1,28,0,6,1,122,124,50563,0
1,30,1,29,0,6,0,124,181,17024,0
1,41,1,6,0,6,1,124,203,20859,1
0,55,1,7,0,6,1,124,85,36570,0
1,63,1,8,1,6,1,25,66,47297,0
0,25,1,28,1,12,0,152,105,36491,0
0,26,1,28,0,6,0,158,149,2630,0
0,44,1,35,0,6,1,124,204,2630,0
1,56,1,50,0,6,1,25,111,29762,0
1,49,1,39,0,6,1,26,209,45175,0
1,28,1,28,1,12,0,152,14,38683,0
1,30,1,15,1,12,0,152,247,35455,0
1,52,1,10,1,6,1,124,73,34816,0
1,65,1,22,1,6,1,26,285,2630,0
1,41,1,8,0,6,1,124,36,46932,1
1,40,1,33,0,6,1,124,249,29238,1
1,24,1,32,0,12,0,152,36,2630,0
1,77,1,8,0,6,1,26,283,32352,0
1,21,1,12,0,12,1,152,32,26360,0
0,22,1,2,0,12,1,152,26,32388,0
1,25,1,47,0,12,1,152,21,2630,0
0,38,1,28,0,6,0,124,60,55947,0
1,20,1,10,0,12,1,160,225,2630,0
0,20,1,48,0,6,1,156,118,2630,1
0,49,1,46,1,6,0,26,75,2630,0
0,22,1,28,1,12,0,152,240,48250,0
0,42,1,3,0,6,1,154,121,2630,0
1,66,1,24,0,6,1,26,62,28527,0
1,32,1,12,0,12,1,156,22,28855,1
0,26,1,15,0,12,0,152,168,26478,0
0,26,1,28,0,12,1,26,248,36263,0
1,23,1,27,0,12,0,152,185,2630,0
0,42,1,48,0,6,1,26,232,2630,0
1,47,1,28,0,6,1,26,212,36091,0
1,44,1,28,1,6,0,124,101,34348,0
0,26,1,28,1,12,0,152,120,31893,0
1,21,1,36,1,12,0,152,235,46572,0
1,46,1,3,0,6,1,156,137,2630,0
0,51,1,28,0,6,1,37,43,32769,0
1,23,1,11,0,12,1,152,281,41078,0
1,67,1,20,1,6,0,124,101,2630,0
0,24,1,2,0,12,0,151,191,41445,0
1,73,1,11,0,6,1,26,94,41444,0
1,22,1,6,1,12,0,152,241,28379,0
1,77,1,28,0,6,1,26,281,50291,0
1,48,1,28,1,6,1,124,71,37110,0
0,66,1,30,0,6,1,140,113,37583,0
1,59,1,11,0,6,1,29,13,37449,1
1,55,1,28,0,6,1,26,169,43466,1
1,37,1,28,0,6,1,26,14,29184,1
0,25,1,8,0,12,0,152,94,34322,0
1,49,1,8,0,6,1,157,15,2630,0
0,25,1,8,1,12,0,152,69,32203,0
1,43,1,20,0,6,1,133,103,2630,0
1,42,1,30,1,6,0,124,181,27976,0
1,46,1,28,1,6,0,124,54,43715,0
1,44,1,28,0,6,1,26,118,47688,0
0,27,1,15,0,12,0,152,188,35311,0
0,37,1,28,0,6,1,124,14,35867,1
1,79,1,0,1,6,0,26,92,2630,0
0,28,1,41,1,12,0,152,262,30654,0
0,53,1,28,1,6,0,124,297,45356,0
0,25,1,28,1,12,0,152,21,29833,0
0,31,1,28,1,12,0,152,240,62023,0
0,21,1,3,1,12,1,152,111,39866,0
1,41,1,4,0,6,1,124,119,28052,0
0,54,1,14,0,6,1,26,187,2630,1
1,36,1,39,0,6,1,157,86,2630,0
1,23,1,39,0,12,1,152,20,32088,0
0,23,1,14,0,12,1,152,79,48497,0
0,70,1,28,1,6,0,124,225,27402,0
0,52,1,50,1,6,0,152,198,32545,0
0,33,1,7,0,12,1,124,24,31686,0
0,74,1,48,0,6,1,124,205,2630,0
1,49,1,8,0,6,1,26,296,38841,0
1,24,1,8,1,12,0,152,143,44269,0
1,25,1,39,1,12,0,152,56,30166,0
0,23,1,49,1,12,0,152,24,2630,0
1,38,1,43,1,6,0,26,79,34255,0
0,27,1,6,1,12,0,152,288,15438,0
0,24,1,49,1,12,1,152,202,26340,0
0,27,1,28,1,12,0,152,16,24645,0
1,46,1,41,0,6,1,26,55,23231,1
0,56,1,24,0,6,1,124,275,21048,0
1,55,1,28,0,6,1,124,251,42968,0
0,27,1,28,0,12,1,156,226,43802,0
1,32,1,28,1,6,0,24,208,37776,0
0,35,1,46,0,6,1,152,160,2630,0
1,25,1,21,1,12,0,152,288,40903,0
0,55,1,28,0,24,1,13,60,38782,1
1,20,1,36,1,12,1,160,203,2630,0
1,46,1,28,0,6,1,124,251,32605,1
1,40,1,50,0,6,1,124,135,30173,0
0,23,1,10,1,12,0,152,233,17499,0
0,27,1,39,1,12,0,151,146,30361,0
1,44,1,28,0,6,1,26,148,2630,0
0,44,1,3,0,12,1,124,48,2630,1
1,30,1,28,0,6,0,154,289,33838,0
0,47,1,28,0,6,1,26,178,53405,1
0,49,1,41,1,6,0,124,156,24260,0
1,24,1,3,1,12,0,152,197,36776,0
1,23,1,29,0,6,1,163,295,42705,1
1,49,1,41,1,6,0,124,197,2630,0
1,76,1,5,1,6,0,124,247,34269,0
0,47,1,46,0,6,1,26,208,31606,0
0,75,1,28,0,6,1,124,47,33468,0
1,58,1,46,0,6,1,26,250,25297,0
0,38,1,39,0,6,1,26,114,34216,1
1,41,1,28,1,6,0,26,86,24840,0
0,25,1,18,1,12,0,152,218,32233,0
1,22,1,50,1,12,0,152,253,22789,0
0,21,1,36,1,12,0,152,282,36780,0
1,30,1,38,0,12,0,152,205,35751,0
1,52,1,28,0,6,1,26,12,61181,1
0,23,1,17,0,12,1,152,128,52746,0
0,62,1,28,0,6,1,26,137,57662,1
1,40,1,35,0,6,1,156,203,2630,1
0,51,1,28,1,6,0,124,265,43887,0
0,51,1,28,0,6,1,26,193,2630,0
0,21,1,28,0,6,1,154,203,54835,0
0,30,1,8,1,12,0,152,59,31871,0
1,66,1,28,0,6,1,154,79,88368,1
1,57,1,5,0,6,1,26,181,27285,1
1,36,1,30,0,6,1,26,229,2630,0
0,50,1,48,0,6,1,26,88,2630,0
1,64,1,8,1,6,0,26,249,40422,0
1,52,1,28,0,6,1,26,123,45489,1
1,45,1,8,1,6,0,124,165,52926,0
1,21,1,3,0,12,1,160,47,46836,0
0,27,1,48,1,12,0,152,211,2630,0
1,54,1,45,0,6,1,124,104,48431,1
0,30,1,30,0,6,1,157,90,2630,0
0,24,1,5,0,12,1,26,111,23154,0
1,20,1,6,0,12,1,160,49,32552,0
0,63,1,30,0,6,1,31,210,2630,0
0,54,1,41,0,6,1,26,164,32556,0
0,34,1,21,0,6,1,155,218,24808,1
1,50,1,18,0,6,1,156,224,2630,0
1,33,1,8,1,12,0,152,186,42085,0
1,56,1,48,0,6,1,124,30,2630,0
1,48,1,41,1,6,0,26,96,27197,0
0,23,1,30,1,12,0,152,272,32614,0
0,80,1,33,1,6,0,26,271,34776,0
1,24,1,46,1,12,0,160,208,37344,0
1,59,1,28,1,6,0,26,112,56273,0
0,26,1,28,1,12,0,152,276,47677,0
0,24,1,46,1,12,0,152,113,39331,0
1,50,1,7,1,6,1,26,295,37423,0
0,23,1,30,1,12,0,152,217,25349,0
1,21,1,47,1,12,0,160,68,2630,0
1,22,1,28,0,12,1,122,205,44444,0
1,23,1,6,0,12,1,152,64,46922,0
0,24,1,47,1,12,0,151,79,23864,0
0,70,1,28,1,6,0,26,102,53187,0
1,53,1,28,0,6,1,26,50,50797,0
0,24,1,8,1,12,0,152,171,34773,0
1,33,1,12,0,12,1,26,137,35990,1
1,39,1,28,0,6,1,26,214,50389,0
0,60,1,28,0,6,1,13,227,51208,0
0,69,1,28,0,6,1,26,91,59092,0
1,43,1,20,0,6,1,150,204,2630,1
0,22,1,30,1,12,0,26,244,49090,0
1,43,1,45,0,6,1,26,87,39916,0
0,45,1,7,0,6,1,26,167,34941,1
1,35,1,46,1,6,0,124,33,2630,0
1,32,1,30,1,12,0,152,13,2630,0
1,25,1,28,0,12,1,156,264,42389,1
0,66,1,28,0,6,0,26,94,33748,0
0,24,1,8,1,12,0,152,254,27123,0
1,22,1,28,0,12,0,160,50,50447,0
1,43,1,28,0,6,0,26,44,47916,0
1,21,1,32,0,12,1,160,214,27664,0
1,68,1,28,0,6,1,122,33,41510,0
0,50,1,28,0,24,1,124,230,36299,0
0,20,1,1,0,12,0,160,100,2630,0
0,51,1,28,0,6,1,124,219,28273,0
1,27,1,6,1,12,0,152,51,21078,0
0,26,1,8,1,12,0,152,293,35639,0
1,40,1,39,0,6,1,26,298,31687,0
1,51,1,48,1,6,0,124,119,2630,0
1,78,1,32,1,6,0,26,78,44567,0
1,54,1,41,1,6,0,124,23,32834,0
1,46,1,43,0,6,1,26,270,2630,1
1,37,1,28,0,6,1,124,267,49301,1
0,27,1,33,0,12,0,152,225,27523,0
1,60,1,28,0,6,1,124,142,55320,0
0,65,1,28,1,6,0,124,60,53448,0
1,32,1,28,0,6,1,122,54,58944,0
1,35,1,28,0,6,1,26,295,36664,1
1,26,1,46,1,12,0,152,59,22452,0
1,23,1,10,1,12,0,152,130,45645,0
0,51,1,41,0,6,1,26,223,25842,0
1,26,1,11,1,12,0,152,102,34144,0
0,30,1,28,0,24,1,124,62,41859,0
1,78,1,6,0,6,1,124,69,25191,0
0,63,1,46,0,6,1,26,107,2630,0
1,25,1,41,1,12,0,152,243,22310,0
1,21,1,50,1,12,0,152,238,35279,0
0,23,1,11,1,12,0,152,280,27815,0
1,24,1,31,1,6,0,124,264,2630,0
1,47,1,28,0,6,1,124,272,26638,1
0,47,1,28,0,6,1,52,286,44496,0
1,22,1,37,1,12,0,26,166,19631,0
1,49,1,12,1,6,1,91,14,30702,0
0,71,1,13,0,6,1,147,109,29369,1
1,23,1,14,0,12,1,152,152,22748,0
1,49,1,28,0,6,1,122,233,33784,0
0,52,1,33,0,6,1,124,137,46402,0
0,37,1,11,0,6,1,26,161,30867,0
0,23,1,30,1,12,0,152,105,31090,0
1,65,1,41,0,6,1,12,87,38877,0
1,66,1,28,0,6,1,157,272,2630,0
1,44,1,28,0,24,1,156,86,2630,0
1,46,1,28,0,6,0,124,269,42826,0
0,23,1,28,0,12,1,124,255,37990,0
1,51,1,28,0,6,1,26,46,53192,0
0,25,1,28,1,12,0,152,148,40616,0
0,27,1,21,1,12,0,152,114,20807,0
1,24,1,14,1,12,0,152,144,28405,0
1,44,1,28,0,6,1,122,60,31202,1
0,29,1,28,1,12,0,152,92,42332,0
0,26,1,50,1,12,0,152,19,21631,0
1,58,1,2,0,6,1,154,117,33461,0
1,21,1,47,0,12,1,152,103,35706,0
1,23,1,46,1,12,0,152,103,26270,0
0,60,1,11,0,6,1,156,103,2630,0
0,67,1,28,0,6,1,122,67,39908,0
0,36,1,28,0,6,1,124,70,28784,1
1,22,1,15,0,12,1,152,270,34814,0
0,21,1,37,1,12,1,160,116,29029,0
1,37,1,43,0,6,1,124,126,26495,1
1,50,1,28,0,6,1,26,185,40384,1
1,41,1,50,0,6,1,124,209,22811,0
0,80,1,50,1,6,0,122,30,30565,0
1,22,1,46,1,12,0,152,88,22551,0
1,66,1,18,0,6,1,26,100,2630,0
0,46,1,17,1,6,0,124,212,47562,0
1,25,1,6,1,12,0,152,296,29614,0
0,26,1,3,1,12,0,152,263,32449,0
1,46,1,17,0,6,1,124,56,2630,0
1,37,1,28,0,6,1,26,45,69856,1
0,30,1,28,0,12,1,26,142,42486,0
1,56,1,37,0,6,1,128,61,32970,0
1,27,1,8,0,12,1,152,274,43319,0
1,49,1,28,0,6,0,124,199,36428,0
1,22,1,41,1,12,0,152,165,37718,0
0,53,1,8,0,24,1,154,48,38338,0
0,28,1,10,0,6,1,157,95,28696,1
1,71,1,28,0,6,1,26,264,34113,0
1,22,1,18,0,12,1,152,145,29375,0
1,39,1,8,0,6,1,124,274,50991,0
1,24,1,28,1,12,0,152,54,45120,0
1,47,1,19,0,6,1,124,249,35420,0
1,71,1,26,1,6,0,22,95,34451,0
1,52,1,8,0,6,1,124,68,29123,1
0,41,1,15,0,6,1,156,259,2630,1
1,36,1,3,1,6,1,124,111,2630,0
1,53,1,28,0,6,1,26,83,2630,0
0,22,1,41,1,12,0,160,296,23157,0
1,45,1,24,0,6,1,124,298,39465,1
0,25,1,39,0,12,1,152,262,30758,1
0,32,1,32,1,12,0,152,225,29944,0
1,45,1,3,0,6,0,26,41,2630,0
0,31,1,41,1,12,0,152,80,28876,0
1,21,1,46,1,12,0,160,267,34432,0
0,24,1,28,0,12,1,122,226,88577,0
0,40,1,28,0,6,1,26,82,51716,0
1,54,1,28,1,6,0,26,192,45234,0
0,22,1,39,0,12,0,152,55,36531,0
1,45,1,28,0,6,1,124,51,73844,0
1,46,1,28,0,6,1,26,13,40050,1
1,25,1,47,0,12,0,152,137,18282,0
1,55,1,28,0,6,1,25,106,30062,1
1,24,1,18,1,12,0,152,43,34516,0
0,60,1,43,0,6,1,124,266,49676,0
0,23,1,46,1,12,0,152,103,28960,0
1,42,1,46,0,6,1,124,297,38951,0
1,26,1,8,1,12,0,152,111,56007,0
1,44,1,28,0,6,1,124,17,55312,0
1,29,1,8,0,12,1,124,255,61757,0
1,52,1,28,0,6,1,124,41,35017,0
0,24,1,12,1,12,0,152,53,23197,0
1,49,1,28,0,24,1,124,136,46554,1
0,26,1,12,1,12,0,152,177,13554,0
0,24,1,36,0,12,1,152,56,26957,0
0,25,1,17,0,12,0,152,147,2630,0
0,22,1,37,1,12,0,152,31,33718,0
0,20,1,35,1,12,0,160,22,30660,0
1,75,1,28,0,6,1,124,124,46664,0
1,55,1,28,0,6,1,156,41,2630,0
0,25,1,18,1,12,0,152,162,37821,0
1,67,1,37,0,24,1,26,181,31352,0
0,43,1,28,0,6,1,24,204,37560,0
0,23,1,16,0,12,1,152,129,24985,0
0,23,1,11,1,12,0,152,15,38059,0
1,49,1,8,1,6,1,26,231,47721,0
0,57,1,8,1,6,0,26,51,51058,0
1,50,1,13,0,6,0,26,172,22263,0
1,32,1,2,1,12,0,163,228,42228,0
0,71,1,28,1,6,0,124,45,60067,0
0,67,1,11,0,6,1,26,198,33946,1
0,24,1,28,0,12,1,152,79,32827,1
0,21,1,44,1,12,0,160,95,40593,0
1,22,1,22,0,12,1,152,186,2630,0
1,21,1,35,0,12,0,160,185,2630,0
1,24,1,50,1,12,0,152,215,34753,0
0,74,1,17,0,6,1,124,220,22059,0
0,39,1,28,0,6,1,122,197,24124,1
1,41,1,29,0,6,1,124,270,38725,1
1,40,1,14,1,6,0,124,121,25834,0
0,24,1,36,1,12,0,151,105,2630,0
1,46,1,28,0,24,1,26,208,43657,1
1,60,1,3,0,6,1,124,237,24690,0
1,24,1,29,1,12,0,152,129,24086,0
1,51,1,8,0,6,1,124,133,32763,0
0,33,1,28,1,12,0,1,87,2630,1
1,59,1,46,0,6,1,124,11,2630,0
0,75,1,30,0,12,0,1,276,2630,0
1,44,1,18,1,6,0,152,25,2630,0
1,59,1,28,0,6,1,156,198,2630,0
1,43,1,46,1,6,0,11,154,27066,0
1,21,1,8,1,12,0,160,238,41086,0
0,26,1,32,1,12,0,152,201,2630,0
0,23,1,15,0,12,0,152,225,2630,0
1,24,1,28,1,12,0,26,152,43840,0
1,23,1,12,1,12,0,152,157,23192,0
1,62,1,8,1,6,0,26,261,39134,0
0,28,1,37,1,12,0,152,15,25691,0
1,25,1,41,1,12,0,152,168,22346,0
1,47,1,43,0,6,1,26,72,48194,0
1,49,1,46,0,6,0,26,45,2630,0
0,55,1,28,0,6,1,124,178,28993,1
0,28,1,50,1,12,0,152,278,27790,0
0,25,1,28,1,12,0,152,280,36248,0
0,55,1,50,0,24,1,157,140,39932,0
1,43,1,31,1,6,0,124,134,2630,0
1,20,1,8,1,12,0,160,184,33224,0
1,57,1,28,0,6,0,26,231,45994,0
1,23,1,8,1,12,0,152,284,73565,0
1,21,1,25,1,12,0,152,208,29581,0
0,25,1,47,0,12,0,152,299,28119,0
0,45,1,9,1,6,0,122,31,2630,0
0,22,1,8,1,12,0,160,212,28982,0
0,25,1,29,1,12,0,152,105,25419,0
0,25,1,25,1,12,0,152,30,22667,0
0,41,1,48,1,6,0,122,235,2630,0
0,41,1,28,0,6,0,26,110,29724,0
0,37,1,28,0,6,1,26,139,38275,1
0,20,1,47,0,12,1,160,198,27270,0
0,63,1,41,1,6,1,12,46,38082,0
1,21,1,50,0,12,1,152,167,37887,0
0,77,1,12,0,6,1,124,15,34117,0
0,25,1,37,1,12,0,152,49,90967,0
1,44,1,28,0,6,1,124,277,40724,0
0,49,1,28,0,6,1,124,62,2630,0
1,58,1,28,0,6,1,55,29,66351,0
0,26,1,46,1,12,0,152,272,2630,0
1,31,1,47,1,12,0,152,178,34433,0
1,53,1,10,0,6,1,26,219,27142,0
1,23,1,28,1,12,0,152,122,41915,0
0,23,1,28,1,12,0,152,210,37740,0
1,24,1,36,1,12,0,152,127,29049,0
0,60,1,28,0,6,1,155,190,2630,0
1,33,1,28,0,12,1,160,38,2630,0
0,27,1,8,0,12,0,152,73,29241,0
1,24,1,30,1,12,0,152,10,25832,0
1,22,1,33,1,12,0,152,133,37679,0
0,27,1,6,1,12,0,152,157,38567,0
0,60,1,28,0,6,1,26,273,46415,0
0,49,1,8,1,6,0,26,203,40587,0
1,47,1,14,0,6,1,152,209,37560,0
0,22,1,7,1,12,0,152,120,2630,0
0,51,1,28,0,6,1,26,105,30714,1
0,26,1,8,1,12,0,152,282,27735,0
0,26,1,8,1,12,0,152,243,25160,0
1,63,1,28,1,6,1,26,276,30451,0
1,23,1,28,1,12,0,152,92,44311,0
1,50,1,35,0,6,1,124,220,34509,0
0,23,1,8,1,12,0,152,195,40461,0
0,27,1,28,1,12,0,152,136,44191,0
1,43,1,46,0,6,1,124,262,22962,1
1,24,1,8,0,12,1,124,77,49243,0
1,55,1,8,1,6,0,124,196,60994,0
0,24,1,37,0,12,1,152,32,37323,1
1,22,1,28,0,12,1,160,299,2630,0
0,24,1,24,0,12,1,151,15,40871,0
0,31,1,34,0,12,1,152,254,38305,0
1,78,1,28,1,6,0,3,190,69097,0
1,21,1,21,1,12,0,160,181,34893,0
0,29,1,41,1,12,0,152,81,28213,0
1,25,1,49,1,12,0,152,257,2630,0
0,24,1,12,0,12,1,152,113,25439,0
0,24,1,46,1,12,0,152,263,29838,0
0,22,1,30,0,6,1,124,252,20705,0
0,20,1,3,0,12,1,160,244,16485,0
1,56,1,28,0,6,1,25,231,44425,1
0,24,1,11,1,12,0,152,17,43475,0
1,47,1,8,0,24,1,124,290,27500,0
0,55,1,33,0,6,1,26,223,43129,1
0,67,1,28,1,6,0,26,263,57184,0
0,26,1,28,1,12,0,152,32,50119,0
0,23,1,43,0,12,1,157,179,2630,0
0,49,1,6,0,6,1,124,213,43562,0
1,25,1,6,1,12,0,152,31,33867,0
1,24,1,8,1,12,0,152,129,35885,0
0,39,1,6,1,6,1,124,294,27833,1
1,55,1,41,0,6,1,26,203,28679,1
0,43,1,28,0,6,1,26,117,25700,1
0,29,1,28,1,6,0,26,147,40778,0
0,35,1,7,1,6,1,152,122,45414,0
0,62,1,28,1,6,1,26,10,37514,0
0,63,1,45,0,6,1,26,220,34192,0
1,35,1,10,1,6,0,108,288,25454,0
0,25,1,36,1,12,1,152,295,34684,0
1,57,1,28,1,6,0,26,145,30424,0
0,34,1,36,0,6,1,124,167,2630,0
1,59,1,28,1,6,0,124,19,2630,0
0,25,1,37,0,12,0,152,158,25297,0
1,46,1,28,0,6,1,26,182,50988,0
1,57,1,28,0,6,1,122,249,44185,1
0,46,1,41,0,6,1,26,165,2630,1
0,55,1,8,0,6,1,124,224,2630,0
0,35,1,36,0,6,1,160,242,2630,0
1,59,1,41,0,6,1,124,168,50517,0
0,25,1,47,1,12,0,160,191,2630,0
1,22,1,17,1,12,0,152,202,41595,0
0,26,1,6,1,12,0,152,198,24877,0
1,26,1,27,1,12,0,152,105,2630,0
0,24,1,32,0,12,0,152,50,36033,0
0,24,1,28,1,12,0,152,237,40978,0
0,29,1,30,1,12,0,152,36,23803,0
0,24,1,12,0,12,1,152,26,26444,0
1,21,1,50,0,12,1,160,219,21675,0
1,51,1,45,0,6,1,124,25,28563,0
1,44,1,28,0,6,1,124,282,29077,0
0,24,1,29,1,12,0,152,169,31893,0
0,47,1,11,0,6,0,26,158,2630,0
1,39,1,29,0,6,1,26,118,33610,1
0,49,1,28,0,6,1,26,51,30926,0
1,69,1,28,1,6,0,124,140,28484,0
0,25,1,7,1,12,0,152,40,2630,0
1,44,1,43,0,6,1,156,37,2630,0
0,40,1,28,0,6,1,44,248,2630,0
0,21,1,25,0,12,1,152,283,21873,0
0,25,1,41,1,12,0,152,121,26181,0
